id,usia,gender,year_in_school,major,pendapatan,bantuan,pendidikan,tempat_tinggal,makanan,transportasi,buku,hiburan,perawatan,teknologi,kesehatan,lainnya,preferred_payment_method,total_pemasukan,total_pengeluaran,sisa_uang,rasio_pengeluaran,financial_score,status_finansial,cluster,nama_cluster
793,19,Male,Sophomore,Computer Science,8752000,5840000,1848000.0,3096000.0,1769600.0,278400.0,1190400.0,576000.0,302400.0,1411200.0,756000.0,666400.0,Mobile Payment App,14592000,11894400.0,2697600.0,0.8151315789473684,27.17,Bahaya,1,Mahasiswa Boros / Defisit
794,22,Female,Freshman,Psychology,8784000,6560000,2557867.0,3595200.0,1702400.0,801600.0,524800.0,681600.0,560000.0,1951200.0,946400.0,856800.0,Credit/Debit Card,15344000,14177867.0,1166133.0,0.9240007168925964,18.41,Bahaya,1,Mahasiswa Boros / Defisit
795,25,Female,Junior,Engineering,21216000,9776000,2907200.0,3523200.0,1148000.0,436800.0,467200.0,456000.0,397600.0,1562400.0,705600.0,784000.0,Mobile Payment App,30992000,12388000.0,18604000.0,0.39971605575632424,66.38,Stabil,0,Mahasiswa Mapan & Hemat
796,21,Male,Junior,Psychology,12176000,144000,2579200.0,2851200.0,2100000.0,254400.0,1638400.0,264000.0,229600.0,360000.0,705600.0,196000.0,Cash,12320000,11178400.0,1141600.0,0.9073376623376623,20.74,Bahaya,1,Mahasiswa Boros / Defisit
797,25,Non-binary,Senior,Computer Science,21504000,7904000,3138667.0,3883200.0,1304800.0,801600.0,1094400.0,398400.0,336000.0,676800.0,341600.0,862400.0,Cash,29408000,12837867.0,16570133.0,0.43654335554951035,66.53,Stabil,0,Mahasiswa Mapan & Hemat
798,22,Male,Junior,Biology,14320000,14160000,2927467.0,2188800.0,1920800.0,753600.0,1132800.0,590400.0,420000.0,554400.0,873600.0,778400.0,Credit/Debit Card,28480000,12140267.0,16339733.0,0.42627341994382023,64.97,Stabil,0,Mahasiswa Mapan & Hemat
799,23,Non-binary,Junior,Economics,16576000,12976000,2619200.0,2097600.0,2228800.0,643200.0,1913600.0,331200.0,308000.0,1123200.0,196000.0,688800.0,Mobile Payment App,29552000,12149600.0,17402400.0,0.4111261505143476,65.83,Stabil,0,Mahasiswa Mapan & Hemat
800,22,Non-binary,Senior,Computer Science,10624000,8608000,1604267.0,2001600.0,1321600.0,360000.0,870400.0,628800.0,336000.0,1749600.0,873600.0,649600.0,Credit/Debit Card,19232000,10395467.0,8836533.0,0.5405296900998336,54.51,Waspada,0,Mahasiswa Mapan & Hemat
801,22,Non-binary,Senior,Computer Science,22448000,12624000,3139200.0,4617600.0,912800.0,619200.0,953600.0,168000.0,515200.0,1807200.0,929600.0,638400.0,Cash,35072000,14300800.0,20771200.0,0.4077554744525547,66.59,Stabil,0,Mahasiswa Mapan & Hemat
802,23,Male,Senior,Engineering,17504000,5760000,2480533.0,2985600.0,1355200.0,432000.0,627200.0,494400.0,431200.0,993600.0,621600.0,1064000.0,Cash,23264000,11485333.0,11778667.0,0.49369553817056394,62.72,Stabil,0,Mahasiswa Mapan & Hemat
803,24,Female,Sophomore,Computer Science,12624000,6608000,1857067.0,4008000.0,1153600.0,614400.0,979200.0,657600.0,431200.0,828000.0,375200.0,756000.0,Mobile Payment App,19232000,11660267.0,7571733.0,0.6062950811148087,50.09,Waspada,1,Mahasiswa Boros / Defisit
804,25,Non-binary,Sophomore,Biology,9392000,12096000,2685333.0,3825600.0,1629600.0,820800.0,1811200.0,427200.0,145600.0,1713600.0,414400.0,666400.0,Cash,21488000,14139733.0,7348267.0,0.6580292721518988,42.59,Bahaya,1,Mahasiswa Boros / Defisit
805,23,Male,Junior,Biology,8144000,6320000,1988800.0,2913600.0,1825600.0,748800.0,1606400.0,662400.0,252000.0,1468800.0,168000.0,330400.0,Mobile Payment App,14464000,11964800.0,2499200.0,0.827212389380531,26.94,Bahaya,1,Mahasiswa Boros / Defisit
806,19,Male,Junior,Computer Science,22112000,14960000,2480000.0,4094400.0,1136800.0,864000.0,1472000.0,158400.0,308000.0,2138400.0,240800.0,683200.0,Credit/Debit Card,37072000,13576000.0,23496000.0,0.36620630125161846,68.82,Sangat Sehat,0,Mahasiswa Mapan & Hemat
807,25,Non-binary,Senior,Engineering,20816000,12112000,2032533.0,3187200.0,677600.0,552000.0,1529600.0,604800.0,268800.0,871200.0,963200.0,638400.0,Mobile Payment App,32928000,11325333.0,21602667.0,0.34394232871720115,67.94,Sangat Sehat,0,Mahasiswa Mapan & Hemat
808,23,Non-binary,Senior,Engineering,12432000,848000,2632000.0,2424000.0,1500800.0,868800.0,1241600.0,379200.0,336000.0,511200.0,302400.0,364000.0,Mobile Payment App,13280000,10560000.0,2720000.0,0.7951807228915663,29.54,Bahaya,1,Mahasiswa Boros / Defisit
809,19,Male,Sophomore,Psychology,8080000,10336000,2632000.0,3302400.0,722400.0,686400.0,716800.0,624000.0,498400.0,1504800.0,1103200.0,453600.0,Cash,18416000,12244000.0,6172000.0,0.6648566463944396,40.07,Bahaya,1,Mahasiswa Boros / Defisit
810,24,Female,Junior,Engineering,13856000,12736000,2594667.0,3628800.0,1534400.0,868800.0,1664000.0,676800.0,263200.0,1706400.0,700000.0,375200.0,Cash,26592000,14012267.0,12579733.0,0.5269354317087847,58.77,Waspada,0,Mahasiswa Mapan & Hemat
811,19,Male,Freshman,Biology,21264000,2032000,1771200.0,4012800.0,1551200.0,441600.0,691200.0,129600.0,375200.0,1807200.0,487200.0,487200.0,Mobile Payment App,23296000,11754400.0,11541600.0,0.5045673076923077,64.6,Stabil,0,Mahasiswa Mapan & Hemat
812,20,Non-binary,Freshman,Economics,21952000,4752000,2254400.0,2424000.0,795200.0,691200.0,1689600.0,96000.0,358400.0,1404000.0,190400.0,414400.0,Cash,26704000,10317600.0,16386400.0,0.38636908328340325,65.92,Stabil,0,Mahasiswa Mapan & Hemat
813,24,Male,Junior,Economics,16064000,14128000,2711467.0,3710400.0,1876000.0,566400.0,1900800.0,398400.0,492800.0,720000.0,744800.0,890400.0,Credit/Debit Card,30192000,14011467.0,16180533.0,0.4640787957074722,64.61,Stabil,0,Mahasiswa Mapan & Hemat
814,23,Non-binary,Freshman,Biology,22640000,2448000,2413867.0,4224000.0,621600.0,801600.0,1094400.0,432000.0,436800.0,1476000.0,632800.0,700000.0,Cash,25088000,12833067.0,12254933.0,0.5115221221301021,61.39,Waspada,0,Mahasiswa Mapan & Hemat
815,20,Female,Junior,Psychology,10224000,208000,2185067.0,3744000.0,1265600.0,576000.0,550400.0,268800.0,128800.0,540000.0,823200.0,800800.0,Mobile Payment App,10432000,10882667.0,-450667.0,1.0432004409509203,15.4,Bahaya,1,Mahasiswa Boros / Defisit
816,19,Male,Sophomore,Economics,22352000,13664000,1699200.0,2649600.0,1444800.0,590400.0,812800.0,292800.0,117600.0,914400.0,397600.0,1041600.0,Credit/Debit Card,36016000,9960800.0,26055200.0,0.2765659706796979,73.05,Sangat Sehat,0,Mahasiswa Mapan & Hemat
817,18,Female,Freshman,Economics,14960000,14688000,2080533.0,3475200.0,716800.0,585600.0,358400.0,187200.0,296800.0,1094400.0,604800.0,750400.0,Mobile Payment App,29648000,10150133.0,19497867.0,0.3423547288181328,70.43,Sangat Sehat,0,Mahasiswa Mapan & Hemat
818,18,Non-binary,Senior,Computer Science,14112000,8384000,2657600.0,2409600.0,1097600.0,734400.0,403200.0,628800.0,448000.0,1972800.0,784000.0,481600.0,Credit/Debit Card,22496000,11617600.0,10878400.0,0.516429587482219,58.39,Waspada,0,Mahasiswa Mapan & Hemat
819,20,Female,Freshman,Psychology,22368000,14592000,2511467.0,4147200.0,1495200.0,868800.0,1056000.0,715200.0,347200.0,460800.0,515200.0,1086400.0,Mobile Payment App,36960000,13203467.0,23756533.0,0.35723666125541126,70.5,Sangat Sehat,0,Mahasiswa Mapan & Hemat
820,24,Non-binary,Sophomore,Biology,23376000,6448000,1954133.0,2491200.0,767200.0,609600.0,1830400.0,552000.0,162400.0,604800.0,677600.0,711200.0,Cash,29824000,10360533.0,19463467.0,0.34738911614806867,67.3,Sangat Sehat,0,Mahasiswa Mapan & Hemat
821,24,Male,Senior,Engineering,22880000,14848000,2649600.0,3273600.0,1881600.0,427200.0,864000.0,364800.0,369600.0,2080800.0,459200.0,532000.0,Mobile Payment App,37728000,12902400.0,24825600.0,0.3419847328244275,69.3,Sangat Sehat,0,Mahasiswa Mapan & Hemat
822,22,Non-binary,Junior,Biology,15248000,14800000,2738667.0,4435200.0,828800.0,268800.0,390400.0,158400.0,392000.0,1123200.0,705600.0,184800.0,Credit/Debit Card,30048000,11225867.0,18822133.0,0.37359781017039406,69.84,Sangat Sehat,0,Mahasiswa Mapan & Hemat
823,19,Male,Junior,Psychology,23296000,12848000,1829867.0,3052800.0,761600.0,849600.0,838400.0,537600.0,156800.0,1792800.0,649600.0,716800.0,Mobile Payment App,36144000,11185867.0,24958133.0,0.30948060535635236,70.13,Sangat Sehat,0,Mahasiswa Mapan & Hemat
824,22,Female,Junior,Computer Science,14272000,9008000,2948800.0,2097600.0,1288000.0,408000.0,364800.0,235200.0,151200.0,1087200.0,246400.0,1114400.0,Credit/Debit Card,23280000,9941600.0,13338400.0,0.4270446735395189,64.37,Stabil,0,Mahasiswa Mapan & Hemat
825,20,Non-binary,Sophomore,Psychology,8624000,7904000,2319467.0,2160000.0,2228800.0,513600.0,1376000.0,244800.0,291200.0,640800.0,1069600.0,884800.0,Mobile Payment App,16528000,11729067.0,4798933.0,0.709648293804453,36.43,Bahaya,1,Mahasiswa Boros / Defisit
826,25,Non-binary,Junior,Economics,16384000,12096000,2417067.0,3830400.0,1836800.0,537600.0,1017600.0,331200.0,134400.0,1980000.0,173600.0,487200.0,Cash,28480000,12745867.0,15734133.0,0.44753746488764046,66.7,Sangat Sehat,0,Mahasiswa Mapan & Hemat
827,22,Female,Senior,Biology,22480000,8704000,2813867.0,3753600.0,1573600.0,249600.0,428800.0,331200.0,431200.0,1944000.0,789600.0,1097600.0,Mobile Payment App,31184000,13413067.0,17770933.0,0.4301265713186249,65.27,Stabil,0,Mahasiswa Mapan & Hemat
828,21,Male,Sophomore,Biology,11056000,11360000,1939200.0,2294400.0,1915200.0,278400.0,870400.0,312000.0,420000.0,1994400.0,952000.0,761600.0,Credit/Debit Card,22416000,11737600.0,10678400.0,0.5236259814418273,57.82,Waspada,0,Mahasiswa Mapan & Hemat
829,19,Female,Junior,Biology,18512000,5328000,1871467.0,4737600.0,1573600.0,369600.0,1088000.0,129600.0,487200.0,1087200.0,604800.0,380800.0,Mobile Payment App,23840000,12329867.0,11510133.0,0.5171924077181208,63.57,Stabil,0,Mahasiswa Mapan & Hemat
830,21,Non-binary,Junior,Computer Science,8880000,15680000,3017067.0,3393600.0,1691200.0,936000.0,1324800.0,676800.0,509600.0,907200.0,1008000.0,375200.0,Credit/Debit Card,24560000,13839467.0,10720533.0,0.5634962133550488,53.75,Waspada,0,Mahasiswa Mapan & Hemat
831,25,Non-binary,Senior,Biology,19920000,12848000,2529600.0,4315200.0,1596000.0,475200.0,1235200.0,508800.0,425600.0,1944000.0,1120000.0,324800.0,Credit/Debit Card,32768000,14474400.0,18293600.0,0.4417236328125,65.57,Stabil,0,Mahasiswa Mapan & Hemat
832,25,Male,Senior,Biology,19632000,6528000,2990400.0,3643200.0,2044000.0,657600.0,1580800.0,465600.0,313600.0,1166400.0,761600.0,968800.0,Credit/Debit Card,26160000,14592000.0,11568000.0,0.5577981651376147,54.52,Waspada,0,Mahasiswa Mapan & Hemat
833,18,Female,Freshman,Biology,13200000,6448000,2775467.0,1924800.0,1640800.0,360000.0,1715200.0,115200.0,201600.0,756000.0,1103200.0,700000.0,Mobile Payment App,19648000,11292267.0,8355733.0,0.5747285728827362,49.64,Waspada,1,Mahasiswa Boros / Defisit
834,18,Female,Freshman,Economics,21744000,7488000,2080000.0,1924800.0,1584800.0,912000.0,1171200.0,288000.0,436800.0,1101600.0,358400.0,1092000.0,Credit/Debit Card,29232000,10949600.0,18282400.0,0.374575807334428,67.13,Sangat Sehat,0,Mahasiswa Mapan & Hemat
835,22,Male,Junior,Economics,8896000,5072000,2362133.0,4003200.0,929600.0,624000.0,1113600.0,412800.0,257600.0,1598400.0,184800.0,812000.0,Mobile Payment App,13968000,12298133.0,1669867.0,0.8804505297823597,22.41,Bahaya,1,Mahasiswa Boros / Defisit
836,20,Non-binary,Sophomore,Biology,17760000,6400000,2840000.0,2812800.0,2240000.0,297600.0,768000.0,259200.0,168000.0,2116800.0,700000.0,935200.0,Mobile Payment App,24160000,13137600.0,11022400.0,0.5437748344370861,55.64,Waspada,0,Mahasiswa Mapan & Hemat
837,21,Non-binary,Sophomore,Engineering,8288000,9040000,2634667.0,3758400.0,879200.0,465600.0,825600.0,585600.0,112000.0,511200.0,980000.0,644000.0,Mobile Payment App,17328000,11396267.0,5931733.0,0.6576793051708217,42.74,Bahaya,1,Mahasiswa Boros / Defisit
838,19,Male,Senior,Engineering,14912000,9776000,2339200.0,3998400.0,890400.0,403200.0,1177600.0,302400.0,448000.0,1605600.0,408800.0,1002400.0,Mobile Payment App,24688000,12576000.0,12112000.0,0.509397278029812,61.14,Waspada,0,Mahasiswa Mapan & Hemat
839,22,Female,Senior,Computer Science,10928000,10416000,3024533.0,4156800.0,565600.0,744000.0,1753600.0,628800.0,453600.0,1317600.0,274400.0,117600.0,Mobile Payment App,21344000,13036533.0,8307467.0,0.6107820933283359,47.27,Waspada,1,Mahasiswa Boros / Defisit
840,24,Male,Sophomore,Economics,22352000,6000000,2840000.0,3057600.0,778400.0,398400.0,1388800.0,264000.0,268800.0,2109600.0,1092000.0,397600.0,Cash,28352000,12595200.0,15756800.0,0.44424379232505645,62.32,Stabil,0,Mahasiswa Mapan & Hemat
841,24,Non-binary,Freshman,Biology,19216000,7056000,2246400.0,4147200.0,784000.0,398400.0,620800.0,408000.0,498400.0,648000.0,644000.0,789600.0,Credit/Debit Card,26272000,11184800.0,15087200.0,0.4257308160779537,67.27,Sangat Sehat,0,Mahasiswa Mapan & Hemat
842,22,Non-binary,Junior,Psychology,22432000,8304000,1666133.0,4252800.0,2133600.0,926400.0,768000.0,307200.0,380800.0,1101600.0,845600.0,660800.0,Mobile Payment App,30736000,13042933.0,17693067.0,0.4243536244143675,69.85,Sangat Sehat,0,Mahasiswa Mapan & Hemat
843,25,Male,Senior,Economics,13504000,288000,2907733.0,4368000.0,1232000.0,340800.0,697600.0,360000.0,509600.0,1756800.0,588000.0,688800.0,Credit/Debit Card,13792000,13449333.0,342667.0,0.9751546548723898,15.01,Bahaya,1,Mahasiswa Boros / Defisit
844,19,Female,Senior,Biology,21856000,2272000,3160000.0,2947200.0,1702400.0,782400.0,1536000.0,609600.0,464800.0,777600.0,912800.0,851200.0,Credit/Debit Card,24128000,13744000.0,10384000.0,0.5696286472148541,51.74,Waspada,1,Mahasiswa Boros / Defisit
845,19,Male,Senior,Biology,14768000,11744000,2440533.0,2491200.0,2144800.0,528000.0,1632000.0,172800.0,173600.0,1620000.0,705600.0,688800.0,Credit/Debit Card,26512000,12597333.0,13914667.0,0.47515589167169586,63.29,Stabil,0,Mahasiswa Mapan & Hemat
846,21,Non-binary,Freshman,Biology,8672000,14480000,1831467.0,4737600.0,1663200.0,768000.0,1209600.0,720000.0,145600.0,2059200.0,1036000.0,481600.0,Cash,23152000,14652267.0,8499733.0,0.6328726243953007,46.77,Waspada,1,Mahasiswa Boros / Defisit
847,23,Female,Junior,Biology,18080000,784000,2577600.0,1992000.0,560000.0,768000.0,1676800.0,470400.0,179200.0,712800.0,655200.0,834400.0,Credit/Debit Card,18864000,10426400.0,8437600.0,0.5527141645462256,51.72,Waspada,0,Mahasiswa Mapan & Hemat
848,23,Non-binary,Junior,Biology,13568000,6720000,2486933.0,4560000.0,968800.0,801600.0,646400.0,518400.0,162400.0,388800.0,890400.0,716800.0,Mobile Payment App,20288000,12140533.0,8147467.0,0.598409552444795,51.84,Waspada,1,Mahasiswa Boros / Defisit
849,19,Female,Junior,Engineering,16352000,3632000,2296000.0,4713600.0,1657600.0,350400.0,1612800.0,715200.0,442400.0,1483200.0,851200.0,907200.0,Cash,19984000,15029600.0,4954400.0,0.7520816653322658,33.22,Bahaya,1,Mahasiswa Boros / Defisit
850,23,Non-binary,Junior,Economics,19024000,15680000,2256000.0,2913600.0,1064000.0,249600.0,1600000.0,672000.0,352800.0,1368000.0,700000.0,1041600.0,Credit/Debit Card,34704000,12217600.0,22486400.0,0.35205163669893963,66.3,Stabil,0,Mahasiswa Mapan & Hemat
851,18,Female,Sophomore,Economics,12336000,720000,1983467.0,3940800.0,1058400.0,830400.0,1888000.0,288000.0,212800.0,1857600.0,599200.0,1047200.0,Mobile Payment App,13056000,13705867.0,-649867.0,1.0497753523284314,12.76,Bahaya,1,Mahasiswa Boros / Defisit
852,25,Non-binary,Sophomore,Computer Science,20480000,7728000,3062933.0,3254400.0,1153600.0,259200.0,524800.0,235200.0,476000.0,1843200.0,1047200.0,162400.0,Credit/Debit Card,28208000,12018933.0,16189067.0,0.42608242342597846,64.61,Stabil,0,Mahasiswa Mapan & Hemat
853,21,Male,Senior,Biology,14928000,15808000,2354133.0,3508800.0,1668800.0,590400.0,1747200.0,105600.0,112000.0,1058400.0,229600.0,716800.0,Cash,30736000,12091733.0,18644267.0,0.3934062011972931,68.57,Sangat Sehat,0,Mahasiswa Mapan & Hemat
854,24,Female,Sophomore,Computer Science,20112000,12720000,3153600.0,2304000.0,672000.0,513600.0,1920000.0,163200.0,257600.0,1576800.0,1080800.0,1092000.0,Mobile Payment App,32832000,12733600.0,20098400.0,0.3878411306042885,62.71,Stabil,0,Mahasiswa Mapan & Hemat
855,24,Female,Junior,Computer Science,21008000,13088000,1778667.0,4056000.0,2032800.0,912000.0,1356800.0,331200.0,207200.0,741600.0,1041600.0,442400.0,Cash,34096000,12900267.0,21195733.0,0.37835133153449085,71.15,Sangat Sehat,0,Mahasiswa Mapan & Hemat
856,21,Male,Senior,Engineering,16544000,14832000,2178133.0,3638400.0,1848000.0,859200.0,870400.0,715200.0,352800.0,1742400.0,1064000.0,201600.0,Mobile Payment App,31376000,13470133.0,17905867.0,0.42931326491585925,66.96,Sangat Sehat,0,Mahasiswa Mapan & Hemat
857,19,Male,Sophomore,Psychology,10704000,2448000,2938133.0,3556800.0,1876000.0,374400.0,1088000.0,331200.0,380800.0,2131200.0,408800.0,929600.0,Mobile Payment App,13152000,14014933.0,-862933.0,1.0656123023114354,12.43,Bahaya,1,Mahasiswa Boros / Defisit
858,19,Non-binary,Senior,Computer Science,11648000,13024000,1802667.0,4656000.0,1024800.0,854400.0,889600.0,139200.0,352800.0,1389600.0,358400.0,980000.0,Mobile Payment App,24672000,12447467.0,12224533.0,0.5045179555771725,65.03,Stabil,0,Mahasiswa Mapan & Hemat
859,18,Male,Sophomore,Economics,9104000,8208000,2895467.0,3504000.0,2100000.0,566400.0,1248000.0,460800.0,151200.0,2016000.0,364000.0,761600.0,Mobile Payment App,17312000,14067467.0,3244533.0,0.812584738909427,27.57,Bahaya,1,Mahasiswa Boros / Defisit
860,19,Male,Freshman,Engineering,15360000,2864000,2801600.0,3220800.0,901600.0,614400.0,1747200.0,192000.0,498400.0,1677600.0,912800.0,963200.0,Cash,18224000,13529600.0,4694400.0,0.7424056189640035,31.22,Bahaya,1,Mahasiswa Boros / Defisit
861,18,Male,Freshman,Computer Science,20608000,14064000,2042133.0,4713600.0,1069600.0,312000.0,550400.0,513600.0,448000.0,698400.0,767200.0,750400.0,Cash,34672000,11865333.0,22806667.0,0.3422165724503922,71.72,Sangat Sehat,0,Mahasiswa Mapan & Hemat
862,22,Female,Freshman,Engineering,8896000,14464000,1892267.0,3307200.0,588000.0,696000.0,1056000.0,638400.0,397600.0,792000.0,1024800.0,548800.0,Cash,23360000,10941067.0,12418933.0,0.4683675941780822,63.85,Stabil,0,Mahasiswa Mapan & Hemat
863,23,Male,Senior,Engineering,22608000,1280000,3187200.0,4012800.0,2161600.0,931200.0,1702400.0,139200.0,554400.0,1533600.0,610400.0,884800.0,Cash,23888000,15717600.0,8170400.0,0.6579705291359679,42.84,Bahaya,1,Mahasiswa Boros / Defisit
864,25,Non-binary,Senior,Biology,15312000,1824000,2643200.0,4430400.0,1825600.0,720000.0,1273600.0,235200.0,492800.0,1771200.0,660800.0,436800.0,Cash,17136000,14489600.0,2646400.0,0.8455648926237161,26.1,Bahaya,1,Mahasiswa Boros / Defisit
865,24,Non-binary,Freshman,Engineering,17344000,9312000,1762667.0,2496000.0,1976800.0,427200.0,1785600.0,96000.0,380800.0,1245600.0,845600.0,716800.0,Mobile Payment App,26656000,11733067.0,14922933.0,0.4401660789315726,64.92,Stabil,0,Mahasiswa Mapan & Hemat
866,22,Male,Freshman,Psychology,20320000,8736000,2360000.0,2683200.0,1702400.0,768000.0,505600.0,456000.0,554400.0,1375200.0,392000.0,1058400.0,Mobile Payment App,29056000,11855200.0,17200800.0,0.40801211453744496,66.72,Sangat Sehat,0,Mahasiswa Mapan & Hemat
867,24,Female,Sophomore,Computer Science,13520000,7744000,2983467.0,3806400.0,728000.0,244800.0,979200.0,369600.0,263200.0,640800.0,845600.0,352800.0,Mobile Payment App,21264000,11213867.0,10050133.0,0.5273639484574868,58.58,Waspada,0,Mahasiswa Mapan & Hemat
868,21,Female,Freshman,Economics,22768000,4768000,2391467.0,2107200.0,1747200.0,753600.0,755200.0,268800.0,240800.0,1692000.0,1052800.0,722400.0,Cash,27536000,11731467.0,15804533.0,0.4260410735037769,64.74,Stabil,0,Mahasiswa Mapan & Hemat
869,19,Male,Sophomore,Engineering,10928000,9824000,2516267.0,3086400.0,739200.0,892800.0,531200.0,148800.0,380800.0,612000.0,1013600.0,537600.0,Cash,20752000,10458667.0,10293333.0,0.503983567848882,62.9,Stabil,0,Mahasiswa Mapan & Hemat
870,21,Non-binary,Freshman,Psychology,20944000,8976000,3007467.0,4670400.0,1696800.0,945600.0,748800.0,177600.0,358400.0,727200.0,207200.0,795200.0,Mobile Payment App,29920000,13334667.0,16585333.0,0.44567737299465243,68.63,Sangat Sehat,0,Mahasiswa Mapan & Hemat
871,25,Male,Senior,Economics,14208000,3488000,2364267.0,3868800.0,929600.0,580800.0,480000.0,710400.0,386400.0,864000.0,716800.0,397600.0,Credit/Debit Card,17696000,11298667.0,6397333.0,0.6384870592224231,45.73,Waspada,1,Mahasiswa Boros / Defisit
872,24,Male,Sophomore,Psychology,23936000,8352000,2494933.0,3072000.0,1187200.0,672000.0,1280000.0,105600.0,386400.0,705600.0,907200.0,392000.0,Credit/Debit Card,32288000,11202933.0,21085067.0,0.346968935827552,69.33,Sangat Sehat,0,Mahasiswa Mapan & Hemat
873,25,Male,Junior,Economics,15440000,7440000,2452800.0,3537600.0,1629600.0,422400.0,448000.0,336000.0,190400.0,1224000.0,1092000.0,358400.0,Cash,22880000,11691200.0,11188800.0,0.5109790209790209,62.61,Stabil,0,Mahasiswa Mapan & Hemat
874,20,Female,Junior,Biology,21264000,8528000,1871467.0,3964800.0,1310400.0,628800.0,1676800.0,681600.0,168000.0,1130400.0,789600.0,224000.0,Cash,29792000,12445867.0,17346133.0,0.41775869360902257,67.52,Sangat Sehat,0,Mahasiswa Mapan & Hemat
875,21,Female,Sophomore,Engineering,16336000,12624000,3029867.0,4051200.0,1316000.0,475200.0,1068800.0,552000.0,296800.0,914400.0,733600.0,1064000.0,Mobile Payment App,28960000,13501867.0,15458133.0,0.46622468922651933,64.33,Stabil,0,Mahasiswa Mapan & Hemat
876,18,Male,Freshman,Biology,8016000,6752000,2803733.0,2937600.0,834400.0,681600.0,460800.0,278400.0,201600.0,1656000.0,408800.0,246400.0,Mobile Payment App,14768000,10509333.0,4258667.0,0.7116287242686891,36.4,Bahaya,1,Mahasiswa Boros / Defisit
877,21,Female,Sophomore,Engineering,19568000,4832000,2096000.0,3844800.0,716800.0,753600.0,1548800.0,648000.0,201600.0,1627200.0,1080800.0,291200.0,Mobile Payment App,24400000,12808800.0,11591200.0,0.5249508196721312,58.6,Waspada,0,Mahasiswa Mapan & Hemat
878,19,Male,Senior,Psychology,23920000,16000000,3123733.0,4704000.0,1276800.0,604800.0,524800.0,187200.0,403200.0,1036800.0,436800.0,1064000.0,Cash,39920000,13362133.0,26557867.0,0.3347227705410822,71.4,Sangat Sehat,0,Mahasiswa Mapan & Hemat
879,25,Male,Sophomore,Engineering,13792000,10784000,2918933.0,2760000.0,1892800.0,259200.0,1689600.0,187200.0,336000.0,1886400.0,1008000.0,1097600.0,Cash,24576000,14035733.0,10540267.0,0.5711154378255209,50.18,Waspada,1,Mahasiswa Boros / Defisit
880,25,Male,Senior,Economics,16592000,13504000,2304000.0,4291200.0,2200800.0,844800.0,1792000.0,350400.0,117600.0,1735200.0,246400.0,1097600.0,Credit/Debit Card,30096000,14980000.0,15116000.0,0.4977405635300372,64.78,Stabil,0,Mahasiswa Mapan & Hemat
881,19,Male,Freshman,Engineering,8080000,4688000,3125867.0,4008000.0,2167200.0,868800.0,1600000.0,446400.0,509600.0,813600.0,453600.0,957600.0,Cash,12768000,14950667.0,-2182667.0,1.1709482299498748,14.13,Bahaya,1,Mahasiswa Boros / Defisit
882,24,Female,Senior,Psychology,19088000,6352000,2258133.0,3652800.0,672000.0,360000.0,588800.0,499200.0,156800.0,1555200.0,565600.0,649600.0,Credit/Debit Card,25440000,10958133.0,14481867.0,0.4307442216981132,65.6,Stabil,0,Mahasiswa Mapan & Hemat
883,18,Non-binary,Sophomore,Psychology,23232000,10928000,1746667.0,2812800.0,1831200.0,312000.0,1126400.0,153600.0,224000.0,1476000.0,896000.0,324800.0,Credit/Debit Card,34160000,10903467.0,23256533.0,0.319188144028103,70.87,Sangat Sehat,0,Mahasiswa Mapan & Hemat
884,24,Non-binary,Sophomore,Psychology,22752000,13760000,2620267.0,4281600.0,834400.0,552000.0,1017600.0,638400.0,504000.0,1634400.0,515200.0,823200.0,Cash,36512000,13421067.0,23090933.0,0.3675796176599474,67.97,Sangat Sehat,0,Mahasiswa Mapan & Hemat
885,25,Male,Sophomore,Biology,11472000,3152000,2996267.0,3340800.0,1982400.0,504000.0,652800.0,124800.0,532000.0,2160000.0,616000.0,436800.0,Cash,14624000,13345867.0,1278133.0,0.9126003145514223,19.47,Bahaya,1,Mahasiswa Boros / Defisit
886,24,Female,Junior,Economics,21328000,8608000,2766400.0,2241600.0,1327200.0,878400.0,1228800.0,547200.0,442400.0,1785600.0,532000.0,229600.0,Credit/Debit Card,29936000,11979200.0,17956800.0,0.4001603420630679,65.13,Stabil,0,Mahasiswa Mapan & Hemat
887,24,Female,Sophomore,Psychology,15648000,15584000,2357333.0,3081600.0,1349600.0,700800.0,1171200.0,144000.0,425600.0,936000.0,442400.0,117600.0,Cash,31232000,10726133.0,20505867.0,0.34343407402663934,70.62,Sangat Sehat,0,Mahasiswa Mapan & Hemat
888,25,Male,Freshman,Biology,18256000,5792000,1705067.0,4444800.0,2223200.0,580800.0,960000.0,585600.0,386400.0,1857600.0,968800.0,672000.0,Mobile Payment App,24048000,14384267.0,9663733.0,0.5981481620093148,51.35,Waspada,1,Mahasiswa Boros / Defisit
889,22,Male,Sophomore,Biology,22384000,9776000,2664000.0,3254400.0,1232000.0,446400.0,537600.0,691200.0,274400.0,1440000.0,1058400.0,504000.0,Mobile Payment App,32160000,12102400.0,20057600.0,0.376318407960199,67.17,Sangat Sehat,0,Mahasiswa Mapan & Hemat
890,24,Male,Freshman,Psychology,19200000,5456000,2425067.0,3734400.0,1848000.0,244800.0,825600.0,115200.0,420000.0,1713600.0,1075200.0,856800.0,Cash,24656000,13258667.0,11397333.0,0.5377460658663206,57.46,Waspada,0,Mahasiswa Mapan & Hemat
